"1";"5kg";"https://github.com/BVLC/caffe/pull/2107"
"1";"7hil";"https://github.com/BVLC/caffe/pull/1632"
"1";"abrowne2";"https://github.com/BVLC/caffe/pull/4172"
"1";"achalddave";"https://github.com/BVLC/caffe/pull/4048"
"2";"achalddave";"https://github.com/BVLC/caffe/pull/4024"
"1";"AdamStelmaszczyk";"https://github.com/BVLC/caffe/pull/2739"
"2";"AdamStelmaszczyk";"https://github.com/BVLC/caffe/pull/2693"
"1";"ajkl";"https://github.com/BVLC/caffe/pull/2917"
"1";"ajschumacher";"https://github.com/BVLC/caffe/pull/2605"
"1";"akash1810";"https://github.com/BVLC/caffe/pull/3187"
"1";"akiomik";"https://github.com/BVLC/caffe/pull/2295"
"1";"akosiorek";"https://github.com/BVLC/caffe/pull/1045"
"2";"akosiorek";"https://github.com/BVLC/caffe/pull/809"
"3";"akosiorek";"https://github.com/BVLC/caffe/pull/784"
"1";"alexlee-gk";"https://github.com/BVLC/caffe/pull/3332"
"1";"alfredtofu";"https://github.com/BVLC/caffe/pull/976"
"2";"alfredtofu";"https://github.com/BVLC/caffe/pull/805"
"1";"alicanb";"https://github.com/BVLC/caffe/pull/4379"
"1";"alito";"https://github.com/BVLC/caffe/pull/47"
"1";"AlOa";"https://github.com/BVLC/caffe/pull/325"
"1";"ariandyy";"https://github.com/BVLC/caffe/pull/1397"
"1";"arntanguy";"https://github.com/BVLC/caffe/pull/954"
"2";"arntanguy";"https://github.com/BVLC/caffe/pull/820"
"3";"arntanguy";"https://github.com/BVLC/caffe/pull/710"
"1";"ashafaei";"https://github.com/BVLC/caffe/pull/1186"
"2";"ashafaei";"https://github.com/BVLC/caffe/pull/1149"
"3";"ashafaei";"https://github.com/BVLC/caffe/pull/914"
"4";"ashafaei";"https://github.com/BVLC/caffe/pull/897"
"1";"Ashwani001";"https://github.com/BVLC/caffe/pull/2274"
"1";"Austriker";"https://github.com/BVLC/caffe/pull/3581"
"1";"bacharliran";"https://github.com/BVLC/caffe/pull/4824"
"1";"baeuml";"https://github.com/BVLC/caffe/pull/1344"
"2";"baeuml";"https://github.com/BVLC/caffe/pull/1232"
"3";"baeuml";"https://github.com/BVLC/caffe/pull/1223"
"1";"bamos";"https://github.com/BVLC/caffe/pull/1879"
"1";"bchu";"https://github.com/BVLC/caffe/pull/3189"
"2";"bchu";"https://github.com/BVLC/caffe/pull/3182"
"1";"beam2d";"https://github.com/BVLC/caffe/pull/859"
"2";"beam2d";"https://github.com/BVLC/caffe/pull/288"
"1";"beijbom";"https://github.com/BVLC/caffe/pull/3471"
"1";"berleon";"https://github.com/BVLC/caffe/pull/2636"
"1";"bhack";"https://github.com/BVLC/caffe/pull/1077"
"2";"bhack";"https://github.com/BVLC/caffe/pull/1067"
"3";"bhack";"https://github.com/BVLC/caffe/pull/828"
"4";"bhack";"https://github.com/BVLC/caffe/pull/822"
"5";"bhack";"https://github.com/BVLC/caffe/pull/760"
"1";"BlGene";"https://github.com/BVLC/caffe/pull/5372"
"2";"BlGene";"https://github.com/BVLC/caffe/pull/4630"
"3";"BlGene";"https://github.com/BVLC/caffe/pull/3770"
"4";"BlGene";"https://github.com/BVLC/caffe/pull/3570"
"5";"BlGene";"https://github.com/BVLC/caffe/pull/2947"
"6";"BlGene";"https://github.com/BVLC/caffe/pull/1206"
"1";"bobpoekert";"https://github.com/BVLC/caffe/pull/4148"
"1";"boechat107";"https://github.com/BVLC/caffe/pull/1999"
"2";"boechat107";"https://github.com/BVLC/caffe/pull/1817"
"1";"buaaliyi";"https://github.com/BVLC/caffe/pull/2921"
"1";"bwilbertz";"https://github.com/BVLC/caffe/pull/4785"
"2";"bwilbertz";"https://github.com/BVLC/caffe/pull/4600"
"3";"bwilbertz";"https://github.com/BVLC/caffe/pull/3132"
"1";"caotto";"https://github.com/BVLC/caffe/pull/2066"
"1";"cassinaj";"https://github.com/BVLC/caffe/pull/3308"
"1";"cbalint13";"https://github.com/BVLC/caffe/pull/3267"
"1";"CDLuminate";"https://github.com/BVLC/caffe/pull/5242"
"2";"CDLuminate";"https://github.com/BVLC/caffe/pull/5207"
"3";"CDLuminate";"https://github.com/BVLC/caffe/pull/5111"
"4";"CDLuminate";"https://github.com/BVLC/caffe/pull/5038"
"5";"CDLuminate";"https://github.com/BVLC/caffe/pull/5035"
"6";"CDLuminate";"https://github.com/BVLC/caffe/pull/4236"
"7";"CDLuminate";"https://github.com/BVLC/caffe/pull/3026"
"1";"cdoersch";"https://github.com/BVLC/caffe/pull/4408"
"2";"cdoersch";"https://github.com/BVLC/caffe/pull/3296"
"3";"cdoersch";"https://github.com/BVLC/caffe/pull/3229"
