user;PR;comments;coments_review;commit;changed_files;add_lines;delete_lines
mrkn;2669;2;0;1;1;1;1
ctrevino;2674;1;0;1;0;0;0
cooperra;2698;4;1;3;2;6;1
sevaivanov;2753;2;0;0;0;0;0
qinhongwei;2764;0;0;32;21;1985;74
semisight;2767;2;1;1;2;6;0
cloudswenable;2774;0;0;1;0;0;0
initialneil;2795;0;0;5;2;8;33
nturusin;2796;1;0;5;9;405;39
madan-ram;2810;1;1;1;1;3;1
flynnhe;2822;1;0;14;9;262;6
wlike;2843;0;0;3;2;4;1
katomaso;2952;0;0;2;7;658;0
ahmadki;3003;2;1;0;0;0;0
z24;3038;1;0;1;1;1;1
raingo;3970;1;0;1;2;27;1
raingo;3068;14;0;6;12;1330;2
MalteOeljeklaus;3130;8;0;1;1;24;12
jonbakerfish;3140;1;0;1;1;1;1
tamakoji;3232;9;0;10;16;427;181
wenwei202;3236;1;0;0;0;0;0
cque7;3441;11;0;76;190;71897;28763
cque7;3252;11;0;2;40;4217;4
albenoit;3325;5;0;2;1;3;5
denglixi;3348;1;0;0;0;0;0
milq;3392;2;0;0;0;0;0
milq;3379;2;0;0;0;0;0
MicahChambers;3383;2;0;17;2;121;1
acgtyrant;3390;1;2;1;1;5;0
zouxiaochuan;3401;0;0;2;8;657;5
gheinrich;3413;2;0;1;2;0;6
MStumpp;3422;0;0;1;13;2724;499
samratkokula;3443;2;0;403;412;15907;5744
fishfreetaken;3474;1;0;407;414;15920;5746
noshaba;3476;1;0;0;0;0;0
hcl1992;3478;1;0;1706;578;95236;13836
mujtabahasan;3497;1;0;8;13;421;32
chenjx1005;3516;1;0;0;0;0;0
xdever;3527;2;0;0;0;0;0
weiliu89;3542;0;0;2;4;43;29
victorv;3543;0;0;6;32;1821;20
inq;3603;0;0;0;0;0;0
ShaoqingRen;3617;0;0;28;50;53728;214
zfogg;3619;3;0;10;11;111;62
mohamed-ezz;3634;3;0;1;1;12;0
by321;3644;5;0;2;1;2;2
by321;3643;0;0;1;1;2;2
by321;3642;0;0;1;1;1;1
pavlejosipovic;3757;6;0;39;58;4040;24147
pavlejosipovic;3665;2;0;1;42;2845;31
innerr;3683;2;0;1;1;1;1
wm901115nwpu;3689;1;0;28;19;6297;34542
peternara;3699;1;0;9;14;1325;2
pankajrandhe;3728;0;0;1;1;3;1
jedol;3783;0;0;1;0;0;0
anfeng;3795;0;0;10;1;17;16
yuyang3478;3818;1;0;2;2;3;0
ctapang;3853;2;0;1;1;16;2
gongenhao;3866;3;0;1;1;12;3
gongenhao;3865;0;0;1;1;6;3
richtefa;3887;2;0;2;8;147;7
D-X-Y;3951;2;0;0;0;0;0
TanLingxiao;3960;9;0;1;1;42;4
ChaseLewis;3978;1;0;69;82;4970;157
christianpayer;3984;9;5;2;3;71;21
warmspringwinds;3992;2;0;1;1;2;2
joelself;4003;7;0;2;3;5;5
BJangeofan;4017;1;0;19;68;4220;170
nickfraser;4021;3;0;4;5;16;2
zhzaozao;4028;1;0;19;11;192;48
recheliu;4043;3;0;7;30;300;36
hevy-CC4477;4085;3;4;1;1;12;11
kgl-prml;4115;4;0;1;1;16;6
vmalarcon;4122;8;1;2;5;597;5
yao-zhao;4132;0;0;3;5;140;52
jeremy-rutman;4165;3;0;2;1;55;0
bakarma;4193;0;0;20;24;197;79
zhouxiaowei1120;4197;1;0;1;0;0;0
codeprof;4199;0;0;0;0;0;0
conner99;4250;0;0;19;68;4222;170
conner99;4249;0;0;139;86;28707;258
Caenorst;4292;0;0;0;0;0;0
dylanthomas;4327;0;0;4;4;17344;0
dylanthomas;4316;0;0;2;1;6282;0
noldorj;4334;0;0;1;1;2;0
alessandroferrari;4360;8;13;5;6;75;9
tungld;4368;6;0;5;1;2;0
Shigangli;4370;1;0;2;0;0;0
sperry500;4374;1;0;1;10;765;0
pddPradip;4378;2;0;4;7;523;3
DenisTome;4402;0;0;67;36;6661;103
shen390s;4425;4;0;1;2;9;2
weinaike;4434;0;0;148;92;30419;262
nagadomi;4442;1;0;1;1;2;2
lxx1991;4444;0;0;1;0;0;0
hghhgh;4445;1;0;55;63;3073;323
fenrus75;5131;0;0;1;1;3;3
fenrus75;5130;0;0;1;1;3;3
fenrus75;4464;2;0;2;11;79;17
dvunjak;4470;0;0;68;88;3158;364
pnmcneil;4481;3;0;70;88;3157;364
hlzz;4519;1;0;2;2;15;7
leoshine;4578;3;0;2;2;15;7
longf2016;4581;0;0;34;64;7973;95
mvpatel2000;4640;1;0;0;0;0;0
kyu-sz;4749;5;0;2;1;3;0
zeakey;4764;0;0;2;5;25;3
zeakey;4763;0;0;1;2;13;0
ppyun;4780;1;0;356;123;13337;1244
tedunni;4801;1;0;106;121;7738;210
yuanzhihang1;4805;6;0;1;1;5;4
EnjoyLeole;4849;4;0;106;121;7738;210
lunzueta;4928;4;0;3;4;54;29
mahfuj1093;4938;1;0;1;6;485;0
lzx1413;4948;10;2;1;4;222;81
hit1001;4962;0;0;374;148;15241;1268
AresGao;4965;1;0;285;113;33481;279
SHEKOLDA;4970;23;0;27;65;10104;9757
saiprabhakar;4975;0;0;8;15;1078;13
qiaohaijun;4981;1;0;1;1;1;0
yossibiton;4996;2;0;17;21;506;63
xiao9aba2008;5021;0;0;0;0;0;0
aospan;5060;1;0;1;4;9206;3
sbrugman;5084;1;0;1;1;1;1
maxtom;5095;1;0;2;2;35;35
ZhangXinNan;5116;0;0;23;34;279;61
taeguk;5189;1;0;1;1;1;1
leo2105;5193;0;0;10;18;1078;37
ngocbd;5203;1;0;1;0;0;0
PENGUINLIONG;5213;4;0;1;1;5;1
kcn4tw;5225;1;0;380;150;15265;1268
Zehaos;5234;0;0;1;0;0;0
aoym;5241;0;0;1;2;117;1
bnascimento;5244;0;0;288;114;33484;281
yunhao94;5252;0;0;1;0;0;0
ethanluoyc;5278;2;0;1;1;6;1
YaYaB;5295;0;0;478;187;40399;425
kmonahopoulos;5312;0;0;1;0;0;0
kmonahopoulos;5311;0;0;907;485;51466;9427
git-hcLee;5320;0;0;1;0;0;0
