"user";"PR";"comments";"coments_review";"commit";"changed_files";"add_lines";"delete_lines";"Did_CommitMerge"
"jadmz";2472;1;0;1;1;2;2;FALSE
"RP-3";2478;2;0;1;1;1;1;FALSE
"n1ghtmare";2491;3;0;1;1;3;3;FALSE
"isaiah";2495;5;0;0;0;0;0;FALSE
"appsforartists";2511;9;0;2;1;39;0;FALSE
"msujaws";2524;4;0;1;1;1;1;FALSE
"ChrisBland";2526;5;0;1;2;2;1;FALSE
"rszewczyk";2534;4;0;0;0;0;0;FALSE
"qbaty";2562;0;0;1;0;0;0;FALSE
"wilco42";2599;0;0;0;0;0;0;FALSE
"colindecarlo";2606;5;0;1;1;48;0;FALSE
"nicolasbrugneaux";2617;7;0;3;1;21;1;FALSE
"jleplomet";2638;1;0;1;4;231;1;FALSE
"xincici";2641;5;0;0;0;0;0;FALSE
"sebbean";2645;3;0;1;1;1;1;FALSE
"romanmatiasko";2663;2;0;0;0;0;0;FALSE
"romanmatiasko";2650;5;4;0;0;0;0;FALSE
"tcoopman";2683;4;0;1;1;1;1;FALSE
"carloguli";2685;3;0;1;1;4;2;FALSE
"gentooboontoo";2697;2;0;1;1;6;0;FALSE
"isiahmeadows";2702;3;0;0;0;0;0;FALSE
"pletcher";3144;9;0;1;1;6;0;FALSE
"pletcher";2717;5;0;1;3;96;0;FALSE
"magalhas";2720;1;0;1;1;3;3;FALSE
"ryanzec";2755;10;0;0;0;0;0;FALSE
"h1bomb";2876;4;0;15;22;1352;20;FALSE
"asvsfs";2879;2;2;2;1;2;2;FALSE
"asvsfs";2878;2;0;1;1;3;2;FALSE
"patcito";2888;0;0;3;2;30;0;FALSE
"andrew-d";2893;8;0;1;3;501;5;FALSE
"ysagal";2911;2;0;1;1;1;1;FALSE
"vinnymac";2934;1;0;14;688;96;75888;FALSE
"smonev";2947;4;2;2;1;10;5;FALSE
"ForbesLindesay";2975;10;0;1;1;5;7;FALSE
"brianleroux";2980;9;0;4;5;11;5;FALSE
"rjruizes";2989;3;0;0;0;0;0;FALSE
"charlieschwabacher";3002;4;0;2;2;10;4;FALSE
"tehp";3024;5;0;1;1;4;2;FALSE
"martinstein";3041;11;1;1;2;22;1;FALSE
"phillbaker";3072;5;0;1;1;15;0;FALSE
"timarney";7898;1;0;1;1;2;2;FALSE
"timarney";3106;0;0;2;1;5;2;FALSE
"timarney";3098;6;0;2;1;4;2;FALSE
"syrusakbary";3101;11;0;1;1;7;0;FALSE
"dsteinbach";3109;3;0;1;2;23;1;FALSE
"pablinos";3116;3;0;1;1;1;1;FALSE
"wyze";3127;2;0;0;0;0;0;FALSE
"jasom";3129;30;13;9;2;44;4;TRUE
"nhagen";3150;2;0;5;3;66;3;FALSE
"streeter";3184;4;0;2;1;3;3;FALSE
"zemirco";3197;2;0;1;1;2;0;FALSE
"jdeherrera";3199;4;0;1;1;2;0;FALSE
"banderson";3211;2;5;4;2;21;0;TRUE
"AlexKVal";3217;2;0;1;1;3;3;FALSE
"AlexKVal";3215;1;0;1;1;1;1;FALSE
"stefvhuynh";3235;2;0;0;0;0;0;FALSE
"TrySpace";3243;3;3;1;1;4;0;FALSE
"scttnlsn";3273;1;0;1;1;3;3;FALSE
"tobinibot";3307;1;0;1;1;4;0;FALSE
"bunnyc1986";3376;6;0;1;1;6;4;FALSE
"gareththackeray";3403;3;0;1;1;3;3;FALSE
"danielearwicker";3408;4;0;2;2;10;0;FALSE
"jamel";3434;4;0;1;1;2;2;FALSE
"mheiber";3447;5;5;5;2;25;14;TRUE
"gilbox";3454;5;0;1;1;2;2;FALSE
"listenloop";3462;3;0;1;1;1;1;FALSE
"jlgerber";3505;2;0;1;1;1;1;FALSE
"miaozhirui";6565;1;0;26;85;24441;4285;TRUE
"miaozhirui";5565;2;0;1;0;0;0;TRUE
"miaozhirui";3523;5;0;3865;883;64249;21409;TRUE
"hatched";3531;4;0;0;0;0;0;FALSE
"sumbach";3533;5;1;1;1;1;1;FALSE
"colinmegill";3554;40;0;0;0;0;0;FALSE
"timbur";3569;4;0;0;0;0;0;FALSE
"axross";3571;1;0;0;0;0;0;FALSE
"vtemian";3575;2;0;1;1;6;6;FALSE
"guybenron";3591;4;0;4;2;38;4;FALSE
"vgpena";3600;3;0;2;1;1;1;FALSE
"azproduction";3605;5;0;1;2;17;0;FALSE
"sumnulu";3630;2;0;1;1;1;1;FALSE
"caike";3674;7;1;0;0;0;0;FALSE
"frostney";3683;2;0;1;1;1;1;FALSE
"codesuki";3690;5;2;2;4;6;2;TRUE
"ponychicken";3704;4;0;0;0;0;0;FALSE
"framp";3808;4;0;1;4;34;47;TRUE
"framp";3718;7;11;5;6;162;3;TRUE
"nemoDreamer";3724;8;0;1;1;1;1;FALSE
"sejoker";3745;6;0;2;1;8;4;FALSE
"8064373836";3753;2;0;115;232;7078;4106;TRUE
"taiansu";3755;5;0;0;0;0;0;FALSE
"fliptopbox";3756;3;0;1;1;2;2;FALSE
"meatballhat";3759;9;0;1;1;1;0;FALSE
"byroot";3772;2;0;1;2;11;12;FALSE
"masterfung";3924;1;0;1;1;3;3;TRUE
"masterfung";3778;5;21;11;13;31;31;TRUE
"fdubost";3818;1;0;1;1;4;0;FALSE
"devknoll";3822;3;0;2;2;43;2;FALSE
"devknoll";3819;2;0;1;2;20;0;FALSE
"boopathi";3891;1;0;1;2;2;2;FALSE
"dujuanxian";3952;4;3;2;2;5;0;FALSE
"pwmckenna";3974;8;0;1;2;99;0;FALSE
"hesselink";4004;5;0;1;1;2;0;FALSE
"gdtrice";4024;2;0;0;0;0;0;FALSE
"izogain";4049;1;0;1;0;0;0;FALSE
"izogain";4048;0;0;1;0;0;0;FALSE
"izogain";4047;0;0;1;0;0;0;FALSE
"revolunet";4061;8;0;1;1;1;0;FALSE
"jocrau";4108;1;0;2;1;9;0;FALSE
"ekong2";4117;1;0;1;1;2;2;FALSE
"jmarceli";4122;7;0;1;1;1;1;FALSE
"Lucaslimay";4186;1;0;1;1;2;0;FALSE
"Lucaslimay";4181;4;0;1;1;1;0;FALSE
"gyzerok";4198;2;0;1;1;11;0;FALSE
"capaj";4225;4;0;1;1;1;1;FALSE
"restlessdesign";4228;5;0;2;2;32;2;FALSE
"jscheel";4253;4;0;1;3;3;2;FALSE
"rodocite";5179;3;0;1;1;2;2;FALSE
"rodocite";4271;2;0;1;1;3;3;FALSE
"dieppe";4303;7;0;4;4;539;10;FALSE
"drojas";4353;2;0;1;2;24;3;FALSE
"garbles";4421;2;0;1;1;3;0;FALSE
"radarhere";4426;0;0;0;0;0;0;FALSE
"dshm";4436;2;0;0;0;0;0;FALSE
"cristiancavalli";4463;3;3;3;1;7;1;FALSE
"niole";4482;19;13;13;2;45;7;TRUE
"thr0w";7226;3;0;3;3;87;16;FALSE
"thr0w";4504;8;0;9;5;475;4;FALSE
"gfogle";5264;10;8;10;5;329;1;FALSE
"gfogle";4522;7;0;9;1;12;0;FALSE
"manolopm";4536;4;0;1;1;2;0;FALSE
"joaomilho";4576;4;0;2;3;6;2;FALSE
"tgriesser";4620;7;0;1;2;29;1;FALSE
"johngoren";4642;3;2;0;0;0;0;FALSE
"jlas";4647;2;0;1;1;1;1;FALSE
"AlastairTaft";4659;6;0;2;2;3;3;FALSE
"linmic";4661;15;0;5;3;86;6;FALSE
"dvdplm";4669;6;0;1;2;8;6;FALSE
"dvdplm";4668;4;0;1;2;8;5;FALSE
"ajdinhedzic";4691;2;0;1;1;16;15;FALSE
"ianb";4708;2;0;1;1;2;2;FALSE
